crime,arrest,date,latitude,longitude,domestic,district,FBI_code,year,month,hour,day,dayofweek,weekofyear,quarter
OVER $500,False,2018-08-18 23:00:00,42.007142825,-87.70928012799999,False,24.0,6,2018,8,23,18,5,33,3
RETAIL THEFT,False,2018-08-18 03:30:00,41.939848915,-87.658251563,False,19.0,6,2018,8,3,18,5,33,3
OVER $500,False,2018-08-18 20:15:00,41.882962631,-87.658057509,False,12.0,6,2018,8,20,18,5,33,3
RETAIL THEFT,True,2018-08-18 22:20:00,41.929743818,-87.684273777,False,14.0,6,2018,8,22,18,5,33,3
RETAIL THEFT,True,2018-08-18 22:20:00,41.929743818,-87.684273777,False,14.0,6,2018,8,22,18,5,33,3
OVER $500,False,2018-08-18 18:00:00,41.886609082,-87.66122149700001,False,12.0,6,2018,8,18,18,5,33,3
RETAIL THEFT,False,2018-08-18 22:22:00,42.019399236999995,-87.675049485,False,24.0,6,2018,8,22,18,5,33,3
OVER $500,True,2018-08-18 23:07:00,41.896922593,-87.62570147,False,18.0,6,2018,8,23,18,5,33,3
OVER $500,True,2018-08-18 21:30:00,41.94044868,-87.651081589,False,19.0,6,2018,8,21,18,5,33,3
RETAIL THEFT,False,2018-08-18 19:27:00,41.808659359,-87.66092184600002,False,9.0,6,2018,8,19,18,5,33,3
RETAIL THEFT,True,2018-08-18 19:13:00,41.910723622,-87.67800053,False,14.0,6,2018,8,19,18,5,33,3
OVER $500,False,2018-08-18 17:00:00,41.885451043,-87.66028982899998,False,12.0,6,2018,8,17,18,5,33,3
RETAIL THEFT,False,2018-08-18 20:00:00,41.88233367,-87.62784179100002,False,1.0,6,2018,8,20,18,5,33,3
RETAIL THEFT,False,2018-08-18 19:30:00,41.883500186999996,-87.627876698,False,1.0,6,2018,8,19,18,5,33,3
RETAIL THEFT,False,2018-08-18 20:47:00,41.739727015,-87.60491052200001,False,6.0,6,2018,8,20,18,5,33,3
RETAIL THEFT,False,2018-08-18 18:50:00,41.702737031999995,-87.535974085,False,4.0,6,2018,8,18,18,5,33,3
OVER $500,True,2018-08-18 20:03:00,41.806440125,-87.656400549,False,9.0,6,2018,8,20,18,5,33,3
RETAIL THEFT,True,2018-08-18 18:00:00,41.929743818,-87.684273777,False,14.0,6,2018,8,18,18,5,33,3
OVER $500,False,2018-08-18 18:00:00,41.773339686,-87.64826193299999,True,7.0,6,2018,8,18,18,5,33,3
OVER $500,False,2018-08-18 12:00:00,41.807708317,-87.736128549,False,8.0,6,2018,8,12,18,5,33,3
OVER $500,False,2018-08-18 15:30:00,41.917027233,-87.63699069,False,18.0,6,2018,8,15,18,5,33,3
OVER $500,False,2018-08-18 16:30:00,41.912233137,-87.634742921,False,18.0,6,2018,8,16,18,5,33,3
RETAIL THEFT,False,2018-08-18 14:37:00,41.786873855,-87.655550394,False,7.0,6,2018,8,14,18,5,33,3
RETAIL THEFT,True,2018-08-18 15:45:00,41.94044868,-87.651081589,False,19.0,6,2018,8,15,18,5,33,3
RETAIL THEFT,True,2018-08-18 15:40:00,41.877864969,-87.62766695399998,False,1.0,6,2018,8,15,18,5,33,3
OVER $500,False,2018-08-18 15:30:00,41.911053957,-87.676259413,False,14.0,6,2018,8,15,18,5,33,3
RETAIL THEFT,True,2018-08-18 14:50:00,41.736269116,-87.62776824299999,False,6.0,6,2018,8,14,18,5,33,3
OVER $500,False,2018-08-18 14:42:00,41.823879885,-87.61350385700001,False,2.0,6,2018,8,14,18,5,33,3
RETAIL THEFT,False,2018-08-18 12:00:00,41.90681245,-87.736256455,False,25.0,6,2018,8,12,18,5,33,3
RETAIL THEFT,False,2018-08-18 15:50:00,41.882188565,-87.647375859,False,12.0,6,2018,8,15,18,5,33,3
OVER $500,False,2018-08-18 09:30:00,41.883210464,-87.63435041700001,False,1.0,6,2018,8,9,18,5,33,3
RETAIL THEFT,True,2018-08-18 12:30:00,41.912437783,-87.736189335,False,25.0,6,2018,8,12,18,5,33,3
RETAIL THEFT,True,2018-08-18 12:10:00,41.909421431,-87.761992667,False,25.0,6,2018,8,12,18,5,33,3
RETAIL THEFT,False,2018-08-18 13:58:00,41.859746945,-87.63027064299999,False,1.0,6,2018,8,13,18,5,33,3
RETAIL THEFT,True,2018-08-18 13:20:00,41.925098106,-87.672293669,False,18.0,6,2018,8,13,18,5,33,3
RETAIL THEFT,False,2018-08-18 11:30:00,41.78131246,-87.60595063299999,False,3.0,6,2018,8,11,18,5,33,3
OVER $500,False,2018-08-18 11:39:00,41.926404100999996,-87.792881805,False,25.0,6,2018,8,11,18,5,33,3
OVER $500,False,2018-08-18 12:20:00,41.938522095,-87.770498925,False,25.0,6,2018,8,12,18,5,33,3
RETAIL THEFT,False,2018-08-18 09:34:00,41.894860447,-87.76419400200001,False,15.0,6,2018,8,9,18,5,33,3
RETAIL THEFT,True,2018-08-18 07:15:00,41.886202772,-87.620685715,False,1.0,6,2018,8,7,18,5,33,3
RETAIL THEFT,False,2018-08-18 12:00:00,41.874382771,-87.627260977,False,1.0,6,2018,8,12,18,5,33,3
RETAIL THEFT,False,2018-08-18 09:45:00,41.765698047,-87.72243887100002,False,8.0,6,2018,8,9,18,5,33,3
RETAIL THEFT,False,2018-08-18 12:15:00,41.929028876,-87.67438452799999,False,19.0,6,2018,8,12,18,5,33,3
RETAIL THEFT,False,2018-08-18 10:53:00,41.909804314,-87.651606387,False,18.0,6,2018,8,10,18,5,33,3
RETAIL THEFT,True,2018-08-18 10:00:00,41.736487564,-87.615627374,False,6.0,6,2018,8,10,18,5,33,3
OVER $500,False,2018-08-18 22:50:00,41.909167122,-87.67742864899998,False,14.0,6,2018,8,22,18,5,33,3
RETAIL THEFT,False,2018-08-18 11:03:00,41.925098106,-87.672293669,False,18.0,6,2018,8,11,18,5,33,3
RETAIL THEFT,False,2018-08-18 12:00:00,41.97094395,-87.65972152299999,False,20.0,6,2018,8,12,18,5,33,3
OVER $500,False,2018-08-18 20:00:00,41.886605098000004,-87.661478611,False,12.0,6,2018,8,20,18,5,33,3
OVER $500,False,2018-08-18 13:00:00,41.78957661,-87.662030704,False,7.0,6,2018,8,13,18,5,33,3
OVER $500,False,2018-08-18 12:00:00,41.901226201,-87.685319364,False,12.0,6,2018,8,12,18,5,33,3
OVER $500,True,2018-08-18 09:00:00,41.903892301999996,-87.63185835899998,False,18.0,6,2018,8,9,18,5,33,3
OVER $500,False,2018-08-18 11:30:00,41.779640305,-87.80100498799999,False,8.0,6,2018,8,11,18,5,33,3
OVER $500,False,2018-08-18 15:13:00,41.678542576,-87.673084177,False,22.0,6,2018,8,15,18,5,33,3
OVER $500,False,2018-08-18 23:00:00,41.766141248000004,-87.656571418,False,7.0,6,2018,8,23,18,5,33,3
OVER $500,False,2018-08-18 23:30:00,41.941788278000004,-87.650229265,False,19.0,6,2018,8,23,18,5,33,3
OVER $500,False,2018-08-18 16:00:00,41.751642587,-87.573108699,False,4.0,6,2018,8,16,18,5,33,3
OVER $500,False,2018-08-18 10:50:00,41.883473078,-87.615530791,False,1.0,6,2018,8,10,18,5,33,3
OVER $500,False,2018-08-18 19:00:00,41.889934315,-87.637589849,False,18.0,6,2018,8,19,18,5,33,3
OVER $500,False,2018-08-18 10:30:00,41.798386900000004,-87.74481521700001,False,8.0,6,2018,8,10,18,5,33,3
RETAIL THEFT,False,2018-08-18 14:28:00,41.881682226,-87.65360194700001,False,12.0,6,2018,8,14,18,5,33,3
OVER $500,False,2018-08-18 17:00:00,41.871295508,-87.625925454,False,1.0,6,2018,8,17,18,5,33,3
OVER $500,False,2018-08-18 10:00:00,41.711423628,-87.536489359,False,4.0,6,2018,8,10,18,5,33,3
OVER $500,False,2018-08-18 21:00:00,41.65364443,-87.616496558,False,5.0,6,2018,8,21,18,5,33,3
OVER $500,False,2018-08-18 07:00:00,41.899919155999996,-87.714020494,False,11.0,6,2018,8,7,18,5,33,3
RETAIL THEFT,True,2018-08-18 10:00:00,41.909664252,-87.742728815,False,25.0,6,2018,8,10,18,5,33,3
OVER $500,False,2018-08-18 00:00:00,41.748981969,-87.552845547,False,4.0,6,2018,8,0,18,5,33,3
RETAIL THEFT,False,2018-08-18 09:48:00,41.976851851999996,-87.654999693,False,20.0,6,2018,8,9,18,5,33,3
RETAIL THEFT,True,2018-08-18 08:45:00,41.879150456,-87.755021121,False,15.0,6,2018,8,8,18,5,33,3
OVER $500,False,2018-08-18 01:00:00,41.88705768,-87.64751474200001,False,12.0,6,2018,8,1,18,5,33,3
OVER $500,False,2018-08-18 00:01:00,42.015736136,-87.69800558799999,True,24.0,6,2018,8,0,18,5,33,3
OVER $500,False,2018-08-13 12:00:00,41.695850199,-87.609147971,False,5.0,6,2018,8,12,13,0,33,3
OVER $500,False,2018-08-07 10:00:00,41.910811088,-87.708459546,False,14.0,6,2018,8,10,7,1,32,3
OVER $500,False,2018-07-27 16:00:00,41.811395652,-87.60298398200001,False,2.0,6,2018,7,16,27,4,30,3
OVER $500,False,2018-08-16 08:00:00,41.797344679,-87.693595315,False,9.0,6,2018,8,8,16,3,33,3
OVER $500,False,2018-08-11 08:30:00,41.913311389,-87.772851391,False,25.0,6,2018,8,8,11,5,32,3
OVER $500,False,2018-08-16 15:30:00,41.79486342,-87.664608602,False,9.0,6,2018,8,15,16,3,33,3
OVER $500,False,2018-07-24 07:00:00,41.682624929,-87.631206385,False,5.0,6,2018,7,7,24,1,30,3
OVER $500,False,2018-08-01 17:00:00,41.760815047,-87.663679385,False,7.0,6,2018,8,17,1,2,31,3
RETAIL THEFT,False,2018-06-28 21:54:00,41.906132875,-87.66756675100002,False,14.0,6,2018,6,21,28,3,26,2
OVER $500,False,2018-08-03 21:30:00,41.884335468,-87.61916408799999,False,1.0,6,2018,8,21,3,4,31,3
OVER $500,False,2018-08-18 00:00:00,41.775147916,-87.71395749999998,False,8.0,6,2018,8,0,18,5,33,3
OVER $500,False,2018-08-18 18:00:00,41.976762981,-87.900983721,False,16.0,6,2018,8,18,18,5,33,3
RETAIL THEFT,False,2018-08-18 20:00:00,41.918139116,-87.651242114,False,18.0,6,2018,8,20,18,5,33,3
RETAIL THEFT,True,2018-08-18 17:36:00,41.882457198000004,-87.62784777600002,False,1.0,6,2018,8,17,18,5,33,3
RETAIL THEFT,True,2018-08-18 18:30:00,41.801983471,-87.587712546,False,2.0,6,2018,8,18,18,5,33,3
OVER $500,False,2018-08-17 19:30:00,41.895692026,-87.627298109,False,18.0,6,2018,8,19,17,4,33,3
RETAIL THEFT,True,2018-08-17 20:30:00,41.896714548,-87.625340136,False,18.0,6,2018,8,20,17,4,33,3
RETAIL THEFT,False,2018-08-17 19:27:00,41.937227668,-87.64430547100002,False,19.0,6,2018,8,19,17,4,33,3
OVER $500,False,2018-08-17 18:00:00,41.932776671,-87.646157857,False,19.0,6,2018,8,18,17,4,33,3
OVER $500,True,2018-08-17 20:05:00,41.799592827,-87.65774523700001,False,9.0,6,2018,8,20,17,4,33,3
RETAIL THEFT,True,2018-08-17 15:30:00,41.739265865,-87.604893749,False,6.0,6,2018,8,15,17,4,33,3
RETAIL THEFT,True,2018-08-17 19:35:00,41.883500186999996,-87.627876698,False,1.0,6,2018,8,19,17,4,33,3
RETAIL THEFT,False,2018-08-17 14:40:00,41.939566852,-87.72462308799999,False,17.0,6,2018,8,14,17,4,33,3
OVER $500,False,2018-08-18 00:05:00,41.853816901,-87.655424036,False,12.0,6,2018,8,0,18,5,33,3
RETAIL THEFT,False,2018-08-18 09:10:00,41.880362084,-87.75584743799999,False,15.0,6,2018,8,9,18,5,33,3
RETAIL THEFT,False,2018-08-18 01:53:00,41.882076985,-87.626709904,False,1.0,6,2018,8,1,18,5,33,3
RETAIL THEFT,True,2018-08-17 19:30:00,41.891694878,-87.62615583200001,False,18.0,6,2018,8,19,17,4,33,3
OVER $500,False,2018-08-17 12:00:00,41.869201889,-87.670589881,False,12.0,6,2018,8,12,17,4,33,3
OVER $500,False,2018-08-17 16:05:00,41.891404732,-87.62806150899998,False,18.0,6,2018,8,16,17,4,33,3
OVER $500,False,2018-08-17 18:30:00,41.891352110999996,-87.6311178,False,18.0,6,2018,8,18,17,4,33,3
OVER $500,False,2018-08-17 17:45:00,41.76783464,-87.662682637,False,7.0,6,2018,8,17,17,4,33,3
OVER $500,False,2018-08-17 17:20:00,41.906962748000005,-87.701271041,False,14.0,6,2018,8,17,17,4,33,3
OVER $500,False,2018-08-17 15:21:00,41.72275081,-87.628692734,False,6.0,6,2018,8,15,17,4,33,3
RETAIL THEFT,False,2018-08-17 17:32:00,41.834698514,-87.670623045,False,9.0,6,2018,8,17,17,4,33,3
OVER $500,False,2018-08-17 07:00:00,41.966409353,-87.64885215700001,False,19.0,6,2018,8,7,17,4,33,3
OVER $500,False,2018-08-17 15:40:00,41.911162709,-87.668928925,False,14.0,6,2018,8,15,17,4,33,3
OVER $500,False,2018-08-17 07:00:00,41.911770629,-87.651849985,False,18.0,6,2018,8,7,17,4,33,3
RETAIL THEFT,True,2018-08-17 14:35:00,41.778340981,-87.703122242,False,8.0,6,2018,8,14,17,4,33,3
RETAIL THEFT,False,2018-08-17 14:00:00,41.692563205,-87.70086269,False,22.0,6,2018,8,14,17,4,33,3
RETAIL THEFT,False,2018-08-17 12:35:00,41.760065748,-87.663661519,False,7.0,6,2018,8,12,17,4,33,3
RETAIL THEFT,False,2018-08-17 11:17:00,41.909804314,-87.651606387,False,18.0,6,2018,8,11,17,4,33,3
OVER $500,False,2018-08-17 10:30:00,41.796687726,-87.68411080799999,False,9.0,6,2018,8,10,17,4,33,3
RETAIL THEFT,True,2018-08-17 10:59:00,41.881183104,-87.68498211,False,12.0,6,2018,8,10,17,4,33,3
OVER $500,False,2018-08-17 12:00:00,41.772285481,-87.62511546200001,False,3.0,6,2018,8,12,17,4,33,3
RETAIL THEFT,True,2018-08-17 11:24:00,41.90416925,-87.62868512600002,False,18.0,6,2018,8,11,17,4,33,3
OVER $500,False,2018-08-17 06:30:00,41.68139963,-87.61412758700001,False,5.0,6,2018,8,6,17,4,33,3
OVER $500,False,2018-08-17 11:23:00,41.881348639,-87.647344449,False,12.0,6,2018,8,11,17,4,33,3
OVER $500,False,2018-08-17 10:00:00,41.910697387,-87.662996819,False,14.0,6,2018,8,10,17,4,33,3
RETAIL THEFT,False,2018-08-17 07:30:00,41.794462581,-87.770558224,False,8.0,6,2018,8,7,17,4,33,3
RETAIL THEFT,True,2018-08-17 09:22:00,42.019399236999995,-87.675049485,False,24.0,6,2018,8,9,17,4,33,3
RETAIL THEFT,False,2018-08-17 10:00:00,41.995193055,-87.660426011,False,24.0,6,2018,8,10,17,4,33,3
OVER $500,False,2018-08-17 06:50:00,41.895003278000004,-87.62152816,False,18.0,6,2018,8,6,17,4,33,3
OVER $500,False,2018-08-17 14:00:00,41.659195425,-87.556400825,False,4.0,6,2018,8,14,17,4,33,3
OVER $500,False,2018-08-17 09:00:00,41.896421081,-87.679516811,False,12.0,6,2018,8,9,17,4,33,3
OVER $500,False,2018-08-17 21:00:00,41.692569761,-87.62439788200001,False,5.0,6,2018,8,21,17,4,33,3
OVER $500,False,2018-08-17 21:30:00,41.683938313,-87.72175582,False,22.0,6,2018,8,21,17,4,33,3
OVER $500,False,2018-08-17 15:00:00,41.808589737,-87.602784771,False,2.0,6,2018,8,15,17,4,33,3
OVER $500,False,2018-08-17 09:30:00,41.908411995,-87.675908115,False,14.0,6,2018,8,9,17,4,33,3
OVER $500,False,2018-08-17 23:00:00,41.853828887,-87.620685495,False,1.0,6,2018,8,23,17,4,33,3
OVER $500,False,2018-08-17 16:00:00,42.015576118,-87.705330136,False,24.0,6,2018,8,16,17,4,33,3
OVER $500,False,2018-08-17 04:00:00,41.690433314,-87.65092168299999,False,22.0,6,2018,8,4,17,4,33,3
OVER $500,False,2018-08-17 18:00:00,41.886174649000004,-87.639848795,False,12.0,6,2018,8,18,17,4,33,3
OVER $500,False,2018-08-17 14:00:00,41.789743019,-87.674181169,False,7.0,6,2018,8,14,17,4,33,3
RETAIL THEFT,False,2018-08-17 16:57:00,41.892816145,-87.62419319799999,False,18.0,6,2018,8,16,17,4,33,3
OVER $500,False,2018-08-17 18:00:00,41.950159125,-87.716831894,False,17.0,6,2018,8,18,17,4,33,3
OVER $500,False,2018-08-17 23:00:00,41.991891193,-87.73674577799999,False,17.0,6,2018,8,23,17,4,33,3
OVER $500,False,2018-08-17 19:45:00,41.914790533,-87.68427467,False,14.0,6,2018,8,19,17,4,33,3
OVER $500,False,2018-08-17 15:00:00,41.96750702,-87.66941013700001,False,19.0,6,2018,8,15,17,4,33,3
OVER $500,False,2018-08-17 20:00:00,41.718718298,-87.538908319,False,4.0,6,2018,8,20,17,4,33,3
RETAIL THEFT,False,2018-08-17 06:45:00,41.878458449,-87.745204753,False,11.0,6,2018,8,6,17,4,33,3
RETAIL THEFT,False,2018-08-17 06:23:00,41.937227668,-87.64430547100002,False,19.0,6,2018,8,6,17,4,33,3
OVER $500,False,2018-08-17 00:01:00,41.918095083000004,-87.65399828299999,False,18.0,6,2018,8,0,17,4,33,3
OVER $500,False,2018-08-17 08:00:00,41.689364276,-87.687223014,False,22.0,6,2018,8,8,17,4,33,3
OVER $500,False,2018-08-17 01:00:00,41.896948676,-87.691805152,False,12.0,6,2018,8,1,17,4,33,3
OVER $500,False,2018-08-17 01:00:00,41.984757398,-87.661918879,False,20.0,6,2018,8,1,17,4,33,3
RETAIL THEFT,True,2018-08-15 19:01:00,41.878458449,-87.745204753,False,11.0,6,2018,8,19,15,2,33,3
OVER $500,False,2018-07-28 09:00:00,41.922602609,-87.73097226799999,True,25.0,6,2018,7,9,28,5,30,3
RETAIL THEFT,False,2018-08-16 13:30:00,41.740918989,-87.631967753,False,6.0,6,2018,8,13,16,3,33,3
OVER $500,False,2018-08-16 00:00:00,41.856294972,-87.62229526,False,1.0,6,2018,8,0,16,3,33,3
OVER $500,False,2018-08-17 01:00:00,41.804185408,-87.725286365,False,8.0,6,2018,8,1,17,4,33,3
OVER $500,False,2018-08-17 18:07:00,41.894587815,-87.712628543,False,11.0,6,2018,8,18,17,4,33,3
RETAIL THEFT,True,2018-08-17 17:36:00,41.83805499,-87.64545841399998,False,9.0,6,2018,8,17,17,4,33,3
OVER $500,False,2018-08-16 14:30:00,41.899257407,-87.699863063,False,12.0,6,2018,8,14,16,3,33,3
RETAIL THEFT,False,2018-08-16 14:22:00,41.889906681,-87.624100509,False,18.0,6,2018,8,14,16,3,33,3
OVER $500,False,2018-08-16 04:00:00,41.886809000999996,-87.64356582100002,False,12.0,6,2018,8,4,16,3,33,3
OVER $500,False,2018-08-16 22:00:00,41.957997103000004,-87.746246078,False,17.0,6,2018,8,22,16,3,33,3
OVER $500,False,2018-08-16 21:00:00,41.709083736,-87.68552769899998,False,22.0,6,2018,8,21,16,3,33,3
OVER $500,False,2018-08-16 19:00:00,41.918101097,-87.65362344399998,False,18.0,6,2018,8,19,16,3,33,3
OVER $500,False,2018-08-16 15:30:00,41.895800764,-87.751950901,False,15.0,6,2018,8,15,16,3,33,3
OVER $500,False,2018-08-16 12:00:00,41.976762981,-87.900983721,False,16.0,6,2018,8,12,16,3,33,3
OVER $500,False,2018-08-16 22:00:00,41.906858854,-87.677364111,False,14.0,6,2018,8,22,16,3,33,3
OVER $500,False,2018-08-16 23:30:00,41.87690503,-87.71131622899998,False,11.0,6,2018,8,23,16,3,33,3
OVER $500,False,2018-08-16 19:45:00,41.965689036,-87.69531143799999,False,19.0,6,2018,8,19,16,3,33,3
OVER $500,False,2018-08-16 23:00:00,41.747516179,-87.547963847,False,4.0,6,2018,8,23,16,3,33,3
OVER $500,False,2018-08-16 19:11:00,41.76587359,-87.576294705,False,3.0,6,2018,8,19,16,3,33,3
OVER $500,False,2018-08-16 22:08:00,41.890976131,-87.621752835,False,18.0,6,2018,8,22,16,3,33,3
OVER $500,False,2018-08-16 20:00:00,41.876904700000004,-87.629043466,False,1.0,6,2018,8,20,16,3,33,3
OVER $500,False,2018-08-16 19:30:00,41.891308785,-87.614359614,False,18.0,6,2018,8,19,16,3,33,3
RETAIL THEFT,False,2018-08-16 22:15:00,41.925174426,-87.666508943,False,19.0,6,2018,8,22,16,3,33,3
OVER $500,False,2018-08-16 22:00:00,41.757756765,-87.59198877,False,4.0,6,2018,8,22,16,3,33,3
OVER $500,False,2018-08-16 22:00:00,41.914434094,-87.65443023200001,False,18.0,6,2018,8,22,16,3,33,3
OVER $500,False,2018-08-16 21:50:00,41.911222851,-87.67748108100002,False,14.0,6,2018,8,21,16,3,33,3
OVER $500,False,2018-08-17 05:00:00,41.884287279,-87.661660805,False,12.0,6,2018,8,5,17,4,33,3
RETAIL THEFT,False,2018-08-17 03:37:00,41.896704058000005,-87.62630993399998,False,18.0,6,2018,8,3,17,4,33,3
OVER $500,False,2018-08-16 04:00:00,41.85514757,-87.62713855700001,False,1.0,6,2018,8,4,16,3,33,3
OVER $500,False,2018-07-28 11:00:00,41.686747997,-87.61319668899998,False,5.0,6,2018,7,11,28,5,30,3
OVER $500,False,2018-07-17 14:45:00,41.958065808,-87.64636050600002,False,19.0,6,2018,7,14,17,1,29,3
RETAIL THEFT,False,2018-08-09 16:28:00,41.93374417,-87.644581852,False,19.0,6,2018,8,16,9,3,32,3
OVER $500,False,2018-07-20 08:00:00,41.96390163,-87.691207465,False,19.0,6,2018,7,8,20,4,29,3
OVER $500,False,2018-08-17 01:20:00,41.893953327,-87.68520556899998,False,12.0,6,2018,8,1,17,4,33,3
OVER $500,False,2018-07-11 17:30:00,42.002595034,-87.657776313,False,24.0,6,2018,7,17,11,2,28,3
OVER $500,False,2018-08-16 20:00:00,41.969370234,-87.70850532899998,False,17.0,6,2018,8,20,16,3,33,3
OVER $500,False,2018-08-16 07:00:00,41.780617875,-87.67030024200001,False,7.0,6,2018,8,7,16,3,33,3
RETAIL THEFT,False,2018-08-16 18:12:00,41.968368626,-87.71663060799999,False,17.0,6,2018,8,18,16,3,33,3
RETAIL THEFT,False,2018-08-16 19:12:00,41.868541914,-87.639235361,False,1.0,6,2018,8,19,16,3,33,3
RETAIL THEFT,False,2018-08-16 18:30:00,41.875254895,-87.627618559,False,1.0,6,2018,8,18,16,3,33,3
RETAIL THEFT,True,2018-08-16 13:55:00,41.891694878,-87.62615583200001,False,18.0,6,2018,8,13,16,3,33,3
OVER $500,True,2018-08-16 18:45:00,41.896685065999996,-87.627683859,False,18.0,6,2018,8,18,16,3,33,3
RETAIL THEFT,True,2018-08-16 16:49:00,41.93374417,-87.644581852,False,19.0,6,2018,8,16,16,3,33,3
RETAIL THEFT,False,2018-08-16 14:56:00,41.909421431,-87.761992667,False,25.0,6,2018,8,14,16,3,33,3
OVER $500,False,2018-08-16 16:18:00,41.732953991,-87.57561891799999,False,4.0,6,2018,8,16,16,3,33,3
OVER $500,False,2018-08-16 16:30:00,41.943632781999995,-87.648452576,False,19.0,6,2018,8,16,16,3,33,3
RETAIL THEFT,False,2018-08-16 17:45:00,41.896086635,-87.631234895,False,18.0,6,2018,8,17,16,3,33,3
RETAIL THEFT,True,2018-08-16 15:19:00,41.906276004,-87.670011875,False,14.0,6,2018,8,15,16,3,33,3
RETAIL THEFT,False,2018-08-16 15:10:00,41.912406937,-87.680602833,False,14.0,6,2018,8,15,16,3,33,3
RETAIL THEFT,False,2018-08-16 17:05:00,41.702752315,-87.539767696,False,4.0,6,2018,8,17,16,3,33,3
RETAIL THEFT,False,2018-08-16 15:24:00,41.865629068000004,-87.666357104,False,12.0,6,2018,8,15,16,3,33,3
RETAIL THEFT,True,2018-08-16 15:00:00,41.722362598000004,-87.58382047,False,4.0,6,2018,8,15,16,3,33,3
RETAIL THEFT,False,2018-08-16 16:30:00,41.880751096,-87.723855981,False,11.0,6,2018,8,16,16,3,33,3
RETAIL THEFT,True,2018-08-16 15:04:00,41.963070794000004,-87.655984213,False,19.0,6,2018,8,15,16,3,33,3
OVER $500,False,2018-08-16 14:45:00,41.886817001,-87.629059469,False,1.0,6,2018,8,14,16,3,33,3
OVER $500,False,2018-08-16 13:00:00,41.971047103000004,-87.654870066,False,20.0,6,2018,8,13,16,3,33,3
RETAIL THEFT,True,2018-08-16 12:40:00,41.90971226,-87.73926766,False,25.0,6,2018,8,12,16,3,33,3
OVER $500,False,2018-08-16 13:35:00,41.927259128,-87.707292164,False,14.0,6,2018,8,13,16,3,33,3
RETAIL THEFT,False,2018-08-16 15:10:00,41.90844653,-87.746079452,False,25.0,6,2018,8,15,16,3,33,3
RETAIL THEFT,False,2018-08-16 14:30:00,41.939680604,-87.669864264,False,19.0,6,2018,8,14,16,3,33,3
RETAIL THEFT,False,2018-08-16 14:44:00,41.93374417,-87.644581852,False,19.0,6,2018,8,14,16,3,33,3
RETAIL THEFT,False,2018-08-16 14:45:00,41.894465726,-87.62424106299999,False,18.0,6,2018,8,14,16,3,33,3
OVER $500,False,2018-08-16 08:23:00,41.692518214,-87.62851019700001,False,5.0,6,2018,8,8,16,3,33,3
OVER $500,False,2018-08-16 05:00:00,41.91274336,-87.677516951,False,14.0,6,2018,8,5,16,3,33,3
RETAIL THEFT,False,2018-08-16 13:00:00,41.743735878,-87.702225879,False,8.0,6,2018,8,13,16,3,33,3
RETAIL THEFT,False,2018-08-16 14:14:00,41.901906863,-87.628052474,False,18.0,6,2018,8,14,16,3,33,3
RETAIL THEFT,False,2018-08-16 13:02:00,41.882394061999996,-87.627844798,False,1.0,6,2018,8,13,16,3,33,3
RETAIL THEFT,False,2018-08-16 14:00:00,41.883475491,-87.627876969,False,1.0,6,2018,8,14,16,3,33,3
OVER $500,False,2018-08-16 20:00:00,41.918950021,-87.657038898,False,18.0,6,2018,8,20,16,3,33,3
RETAIL THEFT,False,2018-08-16 16:16:00,41.94044868,-87.651081589,False,19.0,6,2018,8,16,16,3,33,3
OVER $500,False,2018-08-16 18:00:00,41.722011572,-87.57051296600002,False,4.0,6,2018,8,18,16,3,33,3
RETAIL THEFT,False,2018-08-16 22:00:00,41.743391331,-87.60501567799999,False,6.0,6,2018,8,22,16,3,33,3
OVER $500,False,2018-08-16 22:00:00,41.775733372,-87.738540635,False,8.0,6,2018,8,22,16,3,33,3
OVER $500,False,2018-08-16 17:30:00,41.919556487,-87.636386319,False,18.0,6,2018,8,17,16,3,33,3
OVER $500,False,2018-08-16 23:00:00,41.922332671,-87.644410632,False,18.0,6,2018,8,23,16,3,33,3
OVER $500,False,2018-08-16 23:00:00,41.660157946,-87.641316676,False,5.0,6,2018,8,23,16,3,33,3
OVER $500,False,2018-08-16 17:00:00,41.893288174,-87.670598037,False,12.0,6,2018,8,17,16,3,33,3
OVER $500,False,2018-08-16 11:30:00,41.949994460999996,-87.747220162,False,16.0,6,2018,8,11,16,3,33,3
RETAIL THEFT,False,2018-08-16 13:10:00,41.867234401,-87.641301791,False,1.0,6,2018,8,13,16,3,33,3
RETAIL THEFT,False,2018-08-16 12:40:00,41.911088371,-87.677478784,False,14.0,6,2018,8,12,16,3,33,3
OVER $500,False,2018-08-16 09:00:00,41.914204099,-87.63349062399998,False,18.0,6,2018,8,9,16,3,33,3
OVER $500,False,2018-08-16 11:30:00,41.875076097,-87.672757981,False,12.0,6,2018,8,11,16,3,33,3
OVER $500,False,2018-08-16 10:55:00,41.771272343,-87.679667495,True,8.0,6,2018,8,10,16,3,33,3
RETAIL THEFT,False,2018-08-16 07:40:00,41.866331725,-87.666379171,False,12.0,6,2018,8,7,16,3,33,3
RETAIL THEFT,True,2018-08-16 09:45:00,41.903775756,-87.639324074,False,18.0,6,2018,8,9,16,3,33,3
OVER $500,False,2018-08-16 00:01:00,42.012037516999996,-87.70108548700001,False,24.0,6,2018,8,0,16,3,33,3
OVER $500,False,2018-08-16 10:00:00,41.913025824,-87.67508556,False,14.0,6,2018,8,10,16,3,33,3
