crime,subcrime,year,arrest,total
OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,2018,False,76
OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,2018,True,534
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2008,False,30
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2008,True,46
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2009,False,14
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2009,True,32
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2010,False,14
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2010,True,37
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2011,False,6
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2011,True,15
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2012,False,5
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2012,True,11
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2013,False,4
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2013,True,17
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2014,False,9
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2014,True,14
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2015,False,7
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2015,True,18
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2016,False,7
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2016,True,12
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2017,False,9
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2017,True,12
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2018,False,11
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,2018,True,16
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2008,False,1950
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2008,True,1878
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2009,False,1558
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2009,True,1782
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2010,False,1807
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2010,True,1313
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2011,False,1001
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2011,True,672
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2012,False,968
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2012,True,693
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2013,False,790
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2013,True,599
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2014,False,656
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2014,True,597
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2015,False,843
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2015,True,699
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2016,False,1041
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2016,True,539
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2017,False,931
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2017,True,623
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2018,False,984
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,2018,True,580
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2010,False,4
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2011,False,2
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2013,False,1
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2013,True,1
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2014,False,1
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2014,True,6
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2015,False,7
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2015,True,4
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2016,False,3
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2016,True,3
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2017,False,8
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2017,True,1
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2018,False,9
OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,2018,True,8
OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,2014,False,15
OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,2014,True,2
OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,2015,False,42
OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,2015,True,15
OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,2016,False,53
OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,2016,True,12
OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,2017,False,48
OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,2017,True,20
OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,2018,False,68
OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,2018,True,18
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2008,False,10
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2008,True,12
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2009,False,4
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2009,True,2
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2010,False,4
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2010,True,2
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2011,False,1
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2011,True,1
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2012,False,3
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2012,True,1
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2013,False,2
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2013,True,1
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2014,False,1
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2014,True,1
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2015,False,3
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2016,True,1
OTHER OFFENSE,VIOLATION OF SMOKING BAN,2017,True,5
OTHER OFFENSE,VIOLATION OF SUMMARY CLOSURE,2015,True,1
OTHER OFFENSE,VIOLATION OF SUMMARY CLOSURE,2018,False,3
OTHER OFFENSE,VIOLATION OF SUMMARY CLOSURE,2018,True,1
OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,2014,False,1
OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,2014,True,19
OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,2015,False,2
OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,2015,True,33
OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,2016,False,9
OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,2016,True,22
OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,2017,False,11
OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,2017,True,35
OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,2018,False,5
OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,2018,True,40
OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,2014,False,1
OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,2014,True,2
OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,2015,False,2
OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,2015,True,4
OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,2016,False,6
OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,2016,True,7
OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,2017,False,6
OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,2017,True,30
OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,2018,False,5
OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,2018,True,17
OTHER OFFENSE,VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS,2014,True,1
OTHER OFFENSE,VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS,2015,False,2
OTHER OFFENSE,VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS,2015,True,3
OTHER OFFENSE,VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS,2016,False,3
OTHER OFFENSE,VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS,2016,True,5
OTHER OFFENSE,VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS,2017,False,3
OTHER OFFENSE,VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS,2017,True,7
OTHER OFFENSE,VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS,2018,False,5
OTHER OFFENSE,VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS,2018,True,8
PROSTITUTION,CAB OPERATION,2008,False,2
PROSTITUTION,CAB OPERATION,2008,True,4
PROSTITUTION,CAB OPERATION,2010,True,2
PROSTITUTION,CAB OPERATION,2017,True,1
PROSTITUTION,CALL OPERATION,2008,False,12
PROSTITUTION,CALL OPERATION,2008,True,510
PROSTITUTION,CALL OPERATION,2009,False,6
PROSTITUTION,CALL OPERATION,2009,True,566
PROSTITUTION,CALL OPERATION,2010,True,339
PROSTITUTION,CALL OPERATION,2011,True,180
PROSTITUTION,CALL OPERATION,2012,False,3
PROSTITUTION,CALL OPERATION,2012,True,126
PROSTITUTION,CALL OPERATION,2013,False,1
PROSTITUTION,CALL OPERATION,2013,True,114
PROSTITUTION,CALL OPERATION,2014,False,8
PROSTITUTION,CALL OPERATION,2014,True,119
PROSTITUTION,CALL OPERATION,2015,True,129
PROSTITUTION,CALL OPERATION,2016,True,18
PROSTITUTION,CALL OPERATION,2017,True,29
PROSTITUTION,CALL OPERATION,2018,True,3
PROSTITUTION,IN TAVERN,2008,True,8
PROSTITUTION,IN TAVERN,2009,True,2
PROSTITUTION,IN TAVERN,2012,True,1
PROSTITUTION,IN TAVERN,2015,True,1
PROSTITUTION,JUVENILE PIMPING,2008,True,2
PROSTITUTION,JUVENILE PIMPING,2009,True,10
PROSTITUTION,JUVENILE PIMPING,2010,True,4
PROSTITUTION,JUVENILE PIMPING,2011,True,1
PROSTITUTION,JUVENILE PIMPING,2012,True,1
PROSTITUTION,KEEP PLACE OF PROSTITUTION,2008,True,8
PROSTITUTION,KEEP PLACE OF PROSTITUTION,2009,True,10
PROSTITUTION,KEEP PLACE OF PROSTITUTION,2010,True,24
PROSTITUTION,KEEP PLACE OF PROSTITUTION,2011,True,3
PROSTITUTION,KEEP PLACE OF PROSTITUTION,2012,True,8
PROSTITUTION,KEEP PLACE OF PROSTITUTION,2013,True,11
PROSTITUTION,KEEP PLACE OF PROSTITUTION,2014,True,1
PROSTITUTION,KEEP PLACE OF PROSTITUTION,2016,True,1
PROSTITUTION,KEEP PLACE OF PROSTITUTION,2017,True,2
PROSTITUTION,OTHER PROSTITUTION OFFENSE,2008,True,10
PROSTITUTION,OTHER PROSTITUTION OFFENSE,2009,True,142
PROSTITUTION,OTHER PROSTITUTION OFFENSE,2010,True,89
PROSTITUTION,OTHER PROSTITUTION OFFENSE,2011,False,2
PROSTITUTION,OTHER PROSTITUTION OFFENSE,2011,True,14
PROSTITUTION,OTHER PROSTITUTION OFFENSE,2012,True,8
PROSTITUTION,OTHER PROSTITUTION OFFENSE,2013,True,4
PROSTITUTION,OTHER PROSTITUTION OFFENSE,2014,True,56
PROSTITUTION,OTHER PROSTITUTION OFFENSE,2015,True,7
PROSTITUTION,OTHER PROSTITUTION OFFENSE,2016,True,3
PROSTITUTION,OTHER PROSTITUTION OFFENSE,2017,True,4
PROSTITUTION,OTHER PROSTITUTION OFFENSE,2018,True,6
PROSTITUTION,PANDERING,2008,True,14
PROSTITUTION,PANDERING,2009,True,24
PROSTITUTION,PANDERING,2010,True,7
PROSTITUTION,PANDERING,2011,True,2
PROSTITUTION,PANDERING,2013,True,1
PROSTITUTION,PANDERING,2015,True,1
PROSTITUTION,PANDERING,2016,True,2
PROSTITUTION,PANDERING,2017,True,1
PROSTITUTION,PATRONIZE JUVENILE PROSTITUTE,2011,True,2
PROSTITUTION,PATRONIZE JUVENILE PROSTITUTE,2015,True,3
PROSTITUTION,PATRONIZING A PROSTITUTE,2008,True,86
PROSTITUTION,PATRONIZING A PROSTITUTE,2009,True,48
PROSTITUTION,PATRONIZING A PROSTITUTE,2010,True,42
PROSTITUTION,PATRONIZING A PROSTITUTE,2011,True,23
PROSTITUTION,PATRONIZING A PROSTITUTE,2012,True,15
PROSTITUTION,PATRONIZING A PROSTITUTE,2013,True,11
PROSTITUTION,PATRONIZING A PROSTITUTE,2014,True,12
PROSTITUTION,PATRONIZING A PROSTITUTE,2015,True,4
PROSTITUTION,PATRONIZING A PROSTITUTE,2017,True,1
PROSTITUTION,PIMPING,2008,True,12
PROSTITUTION,PIMPING,2009,True,10
PROSTITUTION,PIMPING,2010,False,1
PROSTITUTION,PIMPING,2010,True,2
PROSTITUTION,PIMPING,2011,False,1
PROSTITUTION,PIMPING,2011,True,10
PROSTITUTION,PIMPING,2012,True,2
PROSTITUTION,PIMPING,2013,True,1
PROSTITUTION,PIMPING,2015,True,2
PROSTITUTION,PIMPING,2018,True,1
PROSTITUTION,SOLICIT FOR BUSINESS,2008,False,8
PROSTITUTION,SOLICIT FOR BUSINESS,2008,True,2276
PROSTITUTION,SOLICIT FOR BUSINESS,2009,True,1406
PROSTITUTION,SOLICIT FOR BUSINESS,2010,False,1
PROSTITUTION,SOLICIT FOR BUSINESS,2010,True,905
PROSTITUTION,SOLICIT FOR BUSINESS,2011,True,452
PROSTITUTION,SOLICIT FOR BUSINESS,2012,False,5
PROSTITUTION,SOLICIT FOR BUSINESS,2012,True,307
PROSTITUTION,SOLICIT FOR BUSINESS,2013,True,153
PROSTITUTION,SOLICIT FOR BUSINESS,2014,False,1
PROSTITUTION,SOLICIT FOR BUSINESS,2014,True,243
PROSTITUTION,SOLICIT FOR BUSINESS,2015,True,159
PROSTITUTION,SOLICIT FOR BUSINESS,2016,True,14
PROSTITUTION,SOLICIT FOR BUSINESS,2017,True,37
PROSTITUTION,SOLICIT FOR BUSINESS,2018,True,80
PROSTITUTION,SOLICIT FOR PROSTITUTE,2008,False,2
PROSTITUTION,SOLICIT FOR PROSTITUTE,2008,True,186
PROSTITUTION,SOLICIT FOR PROSTITUTE,2009,True,124
PROSTITUTION,SOLICIT FOR PROSTITUTE,2010,True,367
PROSTITUTION,SOLICIT FOR PROSTITUTE,2011,True,396
PROSTITUTION,SOLICIT FOR PROSTITUTE,2012,False,2
PROSTITUTION,SOLICIT FOR PROSTITUTE,2012,True,382
PROSTITUTION,SOLICIT FOR PROSTITUTE,2013,True,251
PROSTITUTION,SOLICIT FOR PROSTITUTE,2014,False,1
PROSTITUTION,SOLICIT FOR PROSTITUTE,2014,True,97
PROSTITUTION,SOLICIT FOR PROSTITUTE,2015,True,90
PROSTITUTION,SOLICIT FOR PROSTITUTE,2016,True,27
PROSTITUTION,SOLICIT FOR PROSTITUTE,2017,True,21
PROSTITUTION,SOLICIT FOR PROSTITUTE,2018,True,26
PROSTITUTION,SOLICIT OFF PUBLIC WAY,2008,True,42
PROSTITUTION,SOLICIT OFF PUBLIC WAY,2009,True,22
PROSTITUTION,SOLICIT OFF PUBLIC WAY,2010,True,10
PROSTITUTION,SOLICIT OFF PUBLIC WAY,2011,True,8
PROSTITUTION,SOLICIT OFF PUBLIC WAY,2012,True,10
PROSTITUTION,SOLICIT OFF PUBLIC WAY,2013,True,4
PROSTITUTION,SOLICIT OFF PUBLIC WAY,2014,True,5
PROSTITUTION,SOLICIT OFF PUBLIC WAY,2015,True,11
PROSTITUTION,SOLICIT OFF PUBLIC WAY,2016,True,4
PROSTITUTION,SOLICIT OFF PUBLIC WAY,2017,True,2
PROSTITUTION,SOLICIT OFF PUBLIC WAY,2018,True,5
PROSTITUTION,SOLICIT ON PUBLIC WAY,2008,False,90
PROSTITUTION,SOLICIT ON PUBLIC WAY,2008,True,6906
PROSTITUTION,SOLICIT ON PUBLIC WAY,2009,False,16
PROSTITUTION,SOLICIT ON PUBLIC WAY,2009,True,5414
PROSTITUTION,SOLICIT ON PUBLIC WAY,2010,False,3
PROSTITUTION,SOLICIT ON PUBLIC WAY,2010,True,2847
PROSTITUTION,SOLICIT ON PUBLIC WAY,2011,False,2
PROSTITUTION,SOLICIT ON PUBLIC WAY,2011,True,1328
PROSTITUTION,SOLICIT ON PUBLIC WAY,2012,False,5
PROSTITUTION,SOLICIT ON PUBLIC WAY,2012,True,1328
PROSTITUTION,SOLICIT ON PUBLIC WAY,2013,False,3
PROSTITUTION,SOLICIT ON PUBLIC WAY,2013,True,1097
PROSTITUTION,SOLICIT ON PUBLIC WAY,2014,False,3
PROSTITUTION,SOLICIT ON PUBLIC WAY,2014,True,1071
PROSTITUTION,SOLICIT ON PUBLIC WAY,2015,False,2
PROSTITUTION,SOLICIT ON PUBLIC WAY,2015,True,907
PROSTITUTION,SOLICIT ON PUBLIC WAY,2016,True,711
PROSTITUTION,SOLICIT ON PUBLIC WAY,2017,True,636
PROSTITUTION,SOLICIT ON PUBLIC WAY,2018,True,553
PUBLIC INDECENCY,LICENSED PREMISE,2008,False,2
PUBLIC INDECENCY,LICENSED PREMISE,2008,True,6
PUBLIC INDECENCY,LICENSED PREMISE,2009,True,20
PUBLIC INDECENCY,LICENSED PREMISE,2010,True,13
PUBLIC INDECENCY,LICENSED PREMISE,2011,True,13
PUBLIC INDECENCY,LICENSED PREMISE,2012,True,17
PUBLIC INDECENCY,LICENSED PREMISE,2013,True,10
PUBLIC INDECENCY,LICENSED PREMISE,2014,True,10
PUBLIC INDECENCY,LICENSED PREMISE,2015,True,14
PUBLIC INDECENCY,LICENSED PREMISE,2016,True,10
PUBLIC INDECENCY,LICENSED PREMISE,2017,True,10
PUBLIC INDECENCY,LICENSED PREMISE,2018,True,14
PUBLIC PEACE VIOLATION,ARMED VIOLENCE,2014,False,2
PUBLIC PEACE VIOLATION,ARSON THREAT,2008,False,598
PUBLIC PEACE VIOLATION,ARSON THREAT,2008,True,60
PUBLIC PEACE VIOLATION,ARSON THREAT,2009,False,408
PUBLIC PEACE VIOLATION,ARSON THREAT,2009,True,70
PUBLIC PEACE VIOLATION,ARSON THREAT,2010,False,327
PUBLIC PEACE VIOLATION,ARSON THREAT,2010,True,47
PUBLIC PEACE VIOLATION,ARSON THREAT,2011,False,123
PUBLIC PEACE VIOLATION,ARSON THREAT,2011,True,22
PUBLIC PEACE VIOLATION,ARSON THREAT,2012,False,141
PUBLIC PEACE VIOLATION,ARSON THREAT,2012,True,16
PUBLIC PEACE VIOLATION,ARSON THREAT,2013,False,142
PUBLIC PEACE VIOLATION,ARSON THREAT,2013,True,16
PUBLIC PEACE VIOLATION,ARSON THREAT,2014,False,106
PUBLIC PEACE VIOLATION,ARSON THREAT,2014,True,5
PUBLIC PEACE VIOLATION,ARSON THREAT,2015,False,82
PUBLIC PEACE VIOLATION,ARSON THREAT,2015,True,10
PUBLIC PEACE VIOLATION,ARSON THREAT,2016,False,72
PUBLIC PEACE VIOLATION,ARSON THREAT,2016,True,8
PUBLIC PEACE VIOLATION,ARSON THREAT,2017,False,74
PUBLIC PEACE VIOLATION,ARSON THREAT,2017,True,6
PUBLIC PEACE VIOLATION,ARSON THREAT,2018,False,92
PUBLIC PEACE VIOLATION,ARSON THREAT,2018,True,5
PUBLIC PEACE VIOLATION,BOMB THREAT,2008,False,700
PUBLIC PEACE VIOLATION,BOMB THREAT,2008,True,80
PUBLIC PEACE VIOLATION,BOMB THREAT,2009,False,438
PUBLIC PEACE VIOLATION,BOMB THREAT,2009,True,32
PUBLIC PEACE VIOLATION,BOMB THREAT,2010,False,308
PUBLIC PEACE VIOLATION,BOMB THREAT,2010,True,36
PUBLIC PEACE VIOLATION,BOMB THREAT,2011,False,162
PUBLIC PEACE VIOLATION,BOMB THREAT,2011,True,18
PUBLIC PEACE VIOLATION,BOMB THREAT,2012,False,156
PUBLIC PEACE VIOLATION,BOMB THREAT,2012,True,12
PUBLIC PEACE VIOLATION,BOMB THREAT,2013,False,171
PUBLIC PEACE VIOLATION,BOMB THREAT,2013,True,20
PUBLIC PEACE VIOLATION,BOMB THREAT,2014,False,109
PUBLIC PEACE VIOLATION,BOMB THREAT,2014,True,18
PUBLIC PEACE VIOLATION,BOMB THREAT,2015,False,117
PUBLIC PEACE VIOLATION,BOMB THREAT,2015,True,4
PUBLIC PEACE VIOLATION,BOMB THREAT,2016,False,117
PUBLIC PEACE VIOLATION,BOMB THREAT,2016,True,4
PUBLIC PEACE VIOLATION,BOMB THREAT,2017,False,129
PUBLIC PEACE VIOLATION,BOMB THREAT,2017,True,5
PUBLIC PEACE VIOLATION,BOMB THREAT,2018,False,108
PUBLIC PEACE VIOLATION,BOMB THREAT,2018,True,6
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2008,False,112
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2008,True,58
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2009,False,100
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2009,True,46
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2010,False,125
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2010,True,76
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2011,False,21
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2011,True,24
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2012,False,30
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2012,True,20
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2013,False,11
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2013,True,21
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2014,False,14
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2014,True,12
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2015,False,10
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2015,True,12
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2016,False,10
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2016,True,9
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2017,False,10
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2017,True,8
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2018,False,3
PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,2018,True,6
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2008,False,90
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2008,True,174
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2009,False,76
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2009,True,188
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2010,False,64
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2010,True,216
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2011,False,40
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2011,True,101
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2012,False,20
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2012,True,85
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2013,False,45
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2013,True,82
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2014,False,35
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2014,True,82
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2015,False,39
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2015,True,69
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2016,False,27
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2016,True,23
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2017,False,28
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2017,True,31
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2018,False,32
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,2018,True,45
PUBLIC PEACE VIOLATION,INTERFERE W/ EMERGENCY EQUIP,2008,False,4
PUBLIC PEACE VIOLATION,INTERFERE W/ EMERGENCY EQUIP,2009,True,2
PUBLIC PEACE VIOLATION,INTERFERE W/ EMERGENCY EQUIP,2010,False,4
PUBLIC PEACE VIOLATION,INTERFERE W/ EMERGENCY EQUIP,2010,True,2
PUBLIC PEACE VIOLATION,INTERFERE W/ EMERGENCY EQUIP,2012,False,1
PUBLIC PEACE VIOLATION,INTERFERE W/ EMERGENCY EQUIP,2013,False,1
PUBLIC PEACE VIOLATION,INTERFERE W/ EMERGENCY EQUIP,2014,False,2
PUBLIC PEACE VIOLATION,INTERFERE W/ EMERGENCY EQUIP,2016,False,1
PUBLIC PEACE VIOLATION,INTERFERE W/ EMERGENCY EQUIP,2017,False,2
PUBLIC PEACE VIOLATION,INTERFERE W/ EMERGENCY EQUIP,2018,False,2
PUBLIC PEACE VIOLATION,INTERFERE W/ EMERGENCY EQUIP,2018,True,1
PUBLIC PEACE VIOLATION,LOOTING,2008,False,2
PUBLIC PEACE VIOLATION,LOOTING,2010,False,2
PUBLIC PEACE VIOLATION,MOB ACTION,2008,False,50
PUBLIC PEACE VIOLATION,MOB ACTION,2008,True,246
PUBLIC PEACE VIOLATION,MOB ACTION,2009,False,44
PUBLIC PEACE VIOLATION,MOB ACTION,2009,True,274
PUBLIC PEACE VIOLATION,MOB ACTION,2010,False,46
PUBLIC PEACE VIOLATION,MOB ACTION,2010,True,180
PUBLIC PEACE VIOLATION,MOB ACTION,2011,False,25
PUBLIC PEACE VIOLATION,MOB ACTION,2011,True,74
PUBLIC PEACE VIOLATION,MOB ACTION,2012,False,12
PUBLIC PEACE VIOLATION,MOB ACTION,2012,True,65
PUBLIC PEACE VIOLATION,MOB ACTION,2013,False,15
PUBLIC PEACE VIOLATION,MOB ACTION,2013,True,92
PUBLIC PEACE VIOLATION,MOB ACTION,2014,False,5
PUBLIC PEACE VIOLATION,MOB ACTION,2014,True,52
PUBLIC PEACE VIOLATION,MOB ACTION,2015,False,4
PUBLIC PEACE VIOLATION,MOB ACTION,2015,True,28
PUBLIC PEACE VIOLATION,MOB ACTION,2016,False,7
PUBLIC PEACE VIOLATION,MOB ACTION,2016,True,17
PUBLIC PEACE VIOLATION,MOB ACTION,2017,True,5
PUBLIC PEACE VIOLATION,MOB ACTION,2018,False,2
PUBLIC PEACE VIOLATION,MOB ACTION,2018,True,7
PUBLIC PEACE VIOLATION,OTHER VIOLATION,2008,False,96
PUBLIC PEACE VIOLATION,OTHER VIOLATION,2008,True,68
PUBLIC PEACE VIOLATION,OTHER VIOLATION,2009,False,100
PUBLIC PEACE VIOLATION,OTHER VIOLATION,2009,True,150
PUBLIC PEACE VIOLATION,OTHER VIOLATION,2010,False,181
PUBLIC PEACE VIOLATION,OTHER VIOLATION,2010,True,159
